Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
50.5268, 0.672033, 0.667656, 71.2608, 27.8925, 0.667083, 9.80914, 0.667656, 33.5592, 0.667083, 0
50.9083, 0.671873, 0.662214, 71.8939, 28.5256, 0.662109, 9.80914, 0.662214, 33.5592, 0.662214, 0
51.2614, 0.671869, 0.662083, 72.6245, 29.2561, 0.662083, 9.80914, 0.662083, 33.5592, 0.662109, 0
51.6186, 0.671785, 0.662083, 73.2905, 29.9221, 0.662057, 9.80914, 0.662083, 33.5592, 0.662083, 0
51.9674, 0.671669, 0.662057, 74.3231, 30.9547, 0.662057, 9.80914, 0.662057, 33.5592, 0.662057, 0
52.3408, 0.671304, 0.661979, 75.0615, 31.6931, 0.661758, 9.80914, 0.661979, 33.5592, 0.661979, 0
52.7058, 0.669742, 0.661497, 75.9415, 32.5732, 0.660143, 9.80914, 0.661497, 33.5592, 0.660833, 0
53.0753, 0.667835, 0.659648, 76.8103, 33.442, 0.659049, 9.80914, 0.659648, 33.5592, 0.659648, 0
53.4486, 0.666388, 0.657474, 77.6025, 34.2341, 0.657474, 9.80914, 0.658125, 33.5592, 0.657474, 0
53.8138, 0.666027, 0.656563, 78.333, 34.9647, 0.656523, 9.80914, 0.656563, 33.5592, 0.656563, 0
54.1791, 0.665865, 0.65651, 79.3777, 36.0093, 0.656419, 9.80914, 0.65651, 33.5592, 0.656458, 0
54.5483, 0.665804, 0.656354, 80.0583, 36.6899, 0.656341, 9.80914, 0.656354, 33.5592, 0.656354, 0
54.8931, 0.665798, 0.656341, 80.9947, 37.6263, 0.656341, 9.80914, 0.656341, 33.5592, 0.656341, 0
55.2543, 0.665798, 0.656341, 82.1311, 38.7627, 0.656341, 9.80914, 0.656341, 33.5592, 0.656341, 0
55.6155, 0.66579, 0.656341, 83.0023, 39.6339, 0.656328, 9.80914, 0.656341, 33.5592, 0.656341, 0
55.9565, 0.665779, 0.656276, 83.8136, 40.4452, 0.656211, 9.80914, 0.656276, 33.5592, 0.656276, 0
56.3501, 0.665721, 0.656198, 84.9163, 41.548, 0.656172, 9.80914, 0.656198, 33.5592, 0.656198, 0
56.7114, 0.665508, 0.656172, 85.6663, 42.298, 0.656172, 9.80914, 0.656172, 33.5592, 0.656172, 0
57.0728, 0.665502, 0.656172, 86.397, 43.0287, 0.656172, 9.80914, 0.656172, 33.5592, 0.656172, 0
57.4383, 0.6655, 0.656172, 87.1279, 43.7596, 0.656172, 9.80914, 0.656172, 33.5592, 0.656172, 0
57.7955, 0.665383, 0.656172, 87.9471, 44.5787, 0.656172, 9.80914, 0.656172, 33.5592, 0.656172, 0
58.1445, 0.665379, 0.656172, 88.7917, 45.4233, 0.656107, 9.80914, 0.656172, 33.5592, 0.656172, 0
58.5341, 0.665356, 0.656107, 90.0201, 46.6518, 0.656107, 9.80914, 0.656107, 33.5592, 0.656107, 0
58.9075, 0.665298, 0.656107, 90.8126, 47.4442, 0.656107, 9.80914, 0.656107, 33.5592, 0.656107, 0
59.2727, 0.665296, 0.655951, 91.7075, 48.3392, 0.655911, 9.80914, 0.655951, 33.5592, 0.655951, 0
59.6381, 0.665296, 0.655911, 92.4944, 49.1261, 0.655911, 9.80914, 0.655911, 33.5592, 0.655911, 0
60.0318, 0.665292, 0.655911, 93.4588, 50.0905, 0.655911, 9.80914, 0.655911, 33.5592, 0.655911, 0
60.4093, 0.665292, 0.655898, 94.3083, 50.9399, 0.655885, 9.80914, 0.655898, 33.5592, 0.655898, 0
60.7869, 0.665288, 0.655885, 95.4145, 52.0461, 0.655885, 9.80914, 0.655885, 33.5592, 0.655885, 0
61.1686, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
61.5341, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
61.9076, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
62.3015, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
62.6831, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
63.0202, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
63.4016, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
63.7791, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
64.1324, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
64.5021, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
64.8799, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
65.2411, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
65.6105, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
65.9719, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
66.3415, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
66.7271, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
67.1006, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
67.4823, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
67.8316, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
68.213, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
68.5663, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
68.9317, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
69.3215, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
69.6746, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
70.0766, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
70.4584, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
70.8523, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
71.242, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
71.5991, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
71.9766, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
72.3745, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
72.7844, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
73.1214, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
73.5232, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
73.8641, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
74.2578, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
74.5947, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
74.9357, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
75.2767, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
75.6622, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
76.0153, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
76.4294, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
76.8394, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
77.2207, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
77.5615, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
77.9471, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
78.3244, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
78.6813, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
79.0709, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
79.408, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
79.8017, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
80.2034, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
80.593, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
80.9583, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
81.3641, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
81.7701, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
82.1559, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
82.5537, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
82.9067, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
83.268, 0.665277, 0.655859, 95.9385, 52.5702, 0.655859, 9.80914, 0.655859, 33.5592, 0.655859, 0
