Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
40.1605, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
40.5297, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
40.8829, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
41.2402, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
41.6054, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
41.9705, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
42.352, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
42.7213, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
43.0948, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
43.4723, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
43.8457, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
44.2027, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
44.5922, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
44.9575, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
45.331, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
45.7451, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
46.1145, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
46.4959, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
46.8573, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
47.2307, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
47.5958, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
47.9937, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
48.3307, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
48.688, 0.955917, 0.940365, 0, 0, 0.940365, 0, 0.940365, 0, 0.940365, 0
