Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
22.5741, 0.812404, 0.804792, 11.2182, 11.2182, 0.803906, 2
22.9314, 0.809652, 0.801732, 11.9345, 11.9345, 0.80125, 2
23.3011, 0.804044, 0.796784, 12.5342, 12.5342, 0.795911, 2
23.6506, 0.796296, 0.789766, 13.134, 13.134, 0.787643, 2
24.0201, 0.783108, 0.775625, 13.7919, 13.7919, 0.773086, 3
24.3939, 0.775367, 0.768464, 14.45, 14.45, 0.766549, 3
24.7633, 0.766463, 0.760977, 15.1077, 15.1077, 0.75819, 3
25.129, 0.757785, 0.749714, 15.7733, 15.7733, 0.748385, 3
25.4787, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
25.8564, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
26.2135, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
26.5995, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
26.9407, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
27.3348, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
27.7331, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
28.1233, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
28.4727, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
28.8423, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
29.1874, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
29.5408, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
29.8903, 0.748862, 0.737799, 16.0732, 16.0732, 0.737799, 3
30.2437, 0.744294, 0.73625, 16.3888, 16.3888, 0.735404, 3
30.6092, 0.743508, 0.733815, 16.7573, 16.7573, 0.733815, 3
30.9504, 0.740446, 0.730924, 17.4129, 17.4129, 0.72987, 3
31.3039, 0.73796, 0.728333, 18.071, 18.071, 0.727773, 3
31.6776, 0.735454, 0.724844, 18.7362, 18.7362, 0.724414, 3
32.0389, 0.732848, 0.722383, 19.4527, 19.4527, 0.722018, 3
32.3965, 0.730167, 0.719635, 20.1108, 20.1108, 0.719219, 3
32.7419, 0.726946, 0.715091, 20.5935, 20.5935, 0.715091, 3
33.1113, 0.723894, 0.712331, 21.3098, 21.3098, 0.711549, 3
33.4485, 0.721037, 0.710404, 21.9095, 21.9095, 0.709792, 3
33.81, 0.717779, 0.70599, 22.6332, 22.6332, 0.70599, 3
34.1716, 0.715477, 0.703359, 23.05, 23.05, 0.703359, 4
34.5333, 0.709879, 0.700677, 23.5913, 23.5913, 0.699909, 4
34.8868, 0.707206, 0.69681, 24.2494, 24.2494, 0.69681, 4
35.2563, 0.704077, 0.694805, 25.0313, 25.0313, 0.693398, 4
35.5975, 0.696042, 0.685534, 25.355, 25.355, 0.685534, 4
35.9508, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
36.2921, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
36.6334, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
37.0274, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
37.4093, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
37.767, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
38.1164, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
38.4657, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
38.8233, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
39.1971, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
39.5669, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
39.9082, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
40.2941, 0.690142, 0.678568, 25.6548, 25.6548, 0.678568, 4
40.6395, 0.688281, 0.677383, 26.313, 26.313, 0.677383, 4
40.9973, 0.682121, 0.673034, 26.8516, 26.8516, 0.671719, 4
41.3667, 0.676827, 0.664466, 27.451, 27.451, 0.665469, 5
41.7281, 0.671419, 0.660234, 28.1087, 28.1087, 0.660234, 5
42.0774, 0.661571, 0.652773, 28.774, 28.774, 0.649896, 5
42.4226, 0.652427, 0.641328, 29.3076, 29.3076, 0.640729, 5
42.7717, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
43.1575, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
43.515, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
43.8928, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
44.2583, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
44.6239, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
45.0058, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
45.396, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
45.7533, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
46.0903, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
46.48, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
46.8293, 0.652427, 0.640312, 29.3076, 29.3076, 0.640312, 5
47.2193, 0.652006, 0.640312, 29.5489, 29.5489, 0.640312, 5
47.5603, 0.651467, 0.639753, 30.1376, 30.1376, 0.63974, 5
47.9543, 0.651235, 0.639518, 30.737, 30.737, 0.639518, 5
48.3033, 0.651223, 0.639518, 31.3362, 31.3362, 0.639479, 5
48.6402, 0.65119, 0.639479, 32.0595, 32.0595, 0.639479, 5
49.0259, 0.650906, 0.639375, 32.6587, 32.6587, 0.639271, 5
49.3669, 0.650879, 0.639271, 33.3749, 33.3749, 0.639258, 5
49.7323, 0.650819, 0.639258, 33.9156, 33.9156, 0.639154, 5
50.0939, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
50.4551, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
50.8367, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
51.2102, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
51.5634, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
51.9005, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
52.2378, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
52.5952, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
52.9322, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
53.2856, 0.650819, 0.639154, 34.3982, 34.3982, 0.639154, 5
